Maxdepth,Maxfeatures,Minsamplesperleaf,Minsamplespersplit,MMRE-
11,1.0,12,17,1.6860029286724614
11,1.0,12,21,1.6860029286724614
16,0.01,1,2,-0.0
16,0.01,1,7,1.3062023101479756
16,0.01,1,12,1.990424498664628
16,0.01,1,17,2.403329000297493
16,0.01,1,21,2.4301735680076817
16,0.01,4,2,2.2619633898389857
16,0.01,4,7,2.4880490163119475
16,0.01,4,12,4.535309132462416
16,0.01,4,17,2.095572022054242
16,0.01,4,21,3.394113346159325
16,0.01,7,2,1.9892687501126332
16,0.01,7,7,3.611999773894617
16,0.01,7,12,3.546655233182249
16,0.01,7,17,3.815768545152246
16,0.01,7,21,3.074232717767688
16,0.01,10,2,3.1347862451041872
16,0.01,10,7,2.822677781894395
16,0.01,10,12,5.589013428673031
16,0.01,10,17,3.038961269696066
16,0.01,10,21,5.225370883380868
16,0.01,12,2,1.8102145490823656
16,0.01,12,7,3.074232717767688
16,0.01,12,12,4.4635020166687305
16,0.01,12,17,3.10967883178988
16,0.01,12,21,4.4635020166687305
16,0.12,1,2,-0.0
16,0.12,1,7,0.9893921674054976
16,0.12,1,12,2.045973926197012
16,0.12,1,17,1.9824737216628825
16,0.12,1,21,2.651835947133036
16,0.12,4,2,2.255749087792019
16,0.12,4,7,1.7069479457082808
16,0.12,4,12,2.697781655475504
16,0.12,4,17,3.537073154027215
16,0.12,4,21,2.210950160928141
16,0.12,7,2,2.9526728405374856
16,0.12,7,7,3.074232717767688
16,0.12,7,12,5.589013428673031
16,0.12,7,17,3.611999773894617
16,0.12,7,21,3.5834175437502678
16,0.12,10,2,5.589013428673031
16,0.12,10,7,2.8181955424700167
16,0.12,10,12,4.858999137596292
16,0.12,10,17,4.4635020166687305
16,0.12,10,21,2.8071338532018038
16,0.12,12,2,5.589013428673031
16,0.12,12,7,3.623678914758214
16,0.12,12,12,3.1532321063123665
16,0.12,12,17,5.589013428673031
16,0.12,12,21,5.589013428673031
16,0.23,1,2,-0.0
16,0.23,1,7,1.0112967752540791
16,0.23,1,12,1.5237791830159368
16,0.23,1,17,1.9049648033690596
16,0.23,1,21,2.771792252675696
16,0.23,4,2,1.753837872296297
16,0.23,4,7,1.6852422784722316
16,0.23,4,12,2.0328236623029787
16,0.23,4,17,2.1699274660298067
16,0.23,4,21,2.629192250524784
16,0.23,7,2,2.7401388847083346
16,0.23,7,7,2.517682537585095
16,0.23,7,12,1.9586961936367469
16,0.23,7,17,2.5168389360677965
16,0.23,7,21,2.6988789848478656
16,0.23,10,2,2.610480568862973
16,0.23,10,7,3.611999773894617
16,0.23,10,12,2.5015037568174243
16,0.23,10,17,2.265920498111731
16,0.23,10,21,3.0789312238641777
16,0.23,12,2,3.17792221509639
16,0.23,12,7,2.167146020036067
16,0.23,12,12,5.345468090441227
16,0.23,12,17,3.0365364274405184
16,0.23,12,21,3.1347862451041872
16,0.34,1,2,-0.0
16,0.34,1,7,0.5380109063382986
16,0.34,1,12,0.8429771970944099
16,0.34,1,17,1.1377395503962158
16,0.34,1,21,0.880875941986062
16,0.34,4,2,1.41177712510252
16,0.34,4,7,1.133709591868102
16,0.34,4,12,1.0964465908412508
16,0.34,4,17,1.2221701400202172
16,0.34,4,21,1.579761101583886
16,0.34,7,2,1.563019553565762
16,0.34,7,7,1.5577565020130355
16,0.34,7,12,1.8959646952160212
16,0.34,7,17,1.8291031578714296
16,0.34,7,21,1.8589974074001197
16,0.34,10,2,1.6948940644171495
16,0.34,10,7,1.9062563142483944
16,0.34,10,12,2.237881233477711
16,0.34,10,17,1.4770051008624137
16,0.34,10,21,2.1205124084608915
16,0.34,12,2,2.258375936858373
16,0.34,12,7,1.8840824340060105
16,0.34,12,12,1.937914938766759
16,0.34,12,17,1.799932157338532
16,0.34,12,21,2.1539792755179112
16,0.45,1,2,-0.0
16,0.45,1,7,0.8106602704258529
16,0.45,1,12,1.1011154670423575
16,0.45,1,17,0.9184140039714032
16,0.45,1,21,1.188187835829956
16,0.45,4,2,0.7190314121392795
16,0.45,4,7,0.8756187038377893
16,0.45,4,12,0.8124948381123319
16,0.45,4,17,1.5623254564673426
16,0.45,4,21,1.3081693468215223
16,0.45,7,2,1.64799775936013
16,0.45,7,7,1.6396885075439518
16,0.45,7,12,1.4404228011367406
16,0.45,7,17,1.9193438755243428
16,0.45,7,21,1.4142635737931557
16,0.45,10,2,2.4532154597535825
16,0.45,10,7,1.527368996074003
16,0.45,10,12,2.256719357635978
16,0.45,10,17,1.632742446204086
16,0.45,10,21,1.799932157338532
16,0.45,12,2,1.6905033078941598
16,0.45,12,7,1.756990568624435
16,0.45,12,12,1.9573312520369504
16,0.45,12,17,1.937914938766759
16,0.45,12,21,1.937914938766759
16,0.56,1,2,-0.0
16,0.56,1,7,0.534790877043831
16,0.56,1,12,0.7599223687201726
16,0.56,1,17,0.8273565488924778
16,0.56,1,21,0.9282191791197444
16,0.56,4,2,0.5432400927806795
16,0.56,4,7,0.7200829850572722
16,0.56,4,12,0.8143763419556997
16,0.56,4,17,1.3038584514195604
16,0.56,4,21,1.5788966030194238
16,0.56,7,2,1.3892002834269102
16,0.56,7,7,1.563019553565762
16,0.56,7,12,1.75989790646984
16,0.56,7,17,1.6321021717877788
16,0.56,7,21,1.548383208641784
16,0.56,10,2,2.165629111797297
16,0.56,10,7,1.6212557812026231
16,0.56,10,12,2.165629111797297
16,0.56,10,17,1.838875551230729
16,0.56,10,21,1.632742446204086
16,0.56,12,2,1.8840824340060105
16,0.56,12,7,1.9573312520369504
16,0.56,12,12,1.6905033078941598
16,0.56,12,17,1.6860029286724614
16,0.56,12,21,1.7046769508352992
16,0.67,1,2,-0.0
16,0.67,1,7,0.4420459021865213
16,0.67,1,12,0.7731971554398182
16,0.67,1,17,0.7673200767004323
16,0.67,1,21,0.9282191791197444
16,0.67,4,2,0.6487481624887578
16,0.67,4,7,0.690742336155237
16,0.67,4,12,0.8345525668563115
16,0.67,4,17,0.9013053370935752
16,0.67,4,21,1.7643422352704352
16,0.67,7,2,1.4149832345630118
16,0.67,7,7,1.307871663344296
16,0.67,7,12,1.3272454000065206
16,0.67,7,17,1.3257981191287918
16,0.67,7,21,1.4142635737931557
16,0.67,10,2,1.6064457108644696
16,0.67,10,7,1.5634775579426168
16,0.67,10,12,1.6064457108644696
16,0.67,10,17,1.7764669286101455
16,0.67,10,21,1.6064457108644696
16,0.67,12,2,1.756990568624435
16,0.67,12,7,1.7764669286101455
16,0.67,12,12,1.9854582971803576
16,0.67,12,17,1.8840824340060105
16,0.67,12,21,1.848588233989452
16,0.78,1,2,-0.0
16,0.78,1,7,0.486912213714424
16,0.78,1,12,0.753434706109754
16,0.78,1,17,0.8155589065839991
16,0.78,1,21,1.243416650058646
16,0.78,4,2,0.5766451280403283
16,0.78,4,7,0.671889535681889
16,0.78,4,12,0.8125735661172512
16,0.78,4,17,0.800015049755077
16,0.78,4,21,1.2616605666593317
16,0.78,7,2,1.3257981191287918
16,0.78,7,7,1.262351331819728
16,0.78,7,12,1.262351331819728
16,0.78,7,17,1.396398383427965
16,0.78,7,21,1.300752301421691
16,0.78,10,2,1.5095038057088122
16,0.78,10,7,1.5203963488381975
16,0.78,10,12,1.6064457108644696
16,0.78,10,17,1.5068533142435303
16,0.78,10,21,1.6064457108644696
16,0.78,12,2,1.6860029286724614
16,0.78,12,7,2.237898971567157
16,0.78,12,12,1.6860029286724614
16,0.78,12,17,1.6860029286724614
16,0.78,12,21,1.6860029286724614
16,0.89,1,2,-0.0
16,0.89,1,7,0.4049279159705172
16,0.89,1,12,0.7548244240457632
16,0.89,1,17,0.816755286881133
16,0.89,1,21,0.8785973860665867
16,0.89,4,2,0.604203287698368
16,0.89,4,7,0.5766451280403283
16,0.89,4,12,0.7349917920148709
16,0.89,4,17,0.800015049755077
16,0.89,4,21,1.3050143269936354
16,0.89,7,2,1.307871663344296
16,0.89,7,7,1.2694603280318846
16,0.89,7,12,1.2621616325752942
16,0.89,7,17,1.3257981191287918
16,0.89,7,21,1.300752301421691
16,0.89,10,2,1.5095038057088122
16,0.89,10,7,1.6064457108644696
16,0.89,10,12,1.6064457108644696
16,0.89,10,17,1.6064457108644696
16,0.89,10,21,1.6064457108644696
16,0.89,12,2,1.6905033078941598
16,0.89,12,7,1.7764669286101455
16,0.89,12,12,1.6860029286724614
16,0.89,12,17,1.6860029286724614
16,0.89,12,21,1.8840824340060105
16,1.0,1,2,-0.0
16,1.0,1,7,0.3493948076443619
16,1.0,1,12,0.7548244240457632
16,1.0,1,17,0.7673200767004323
16,1.0,1,21,0.8785973860665867
16,1.0,4,2,0.5669050069607539
16,1.0,4,7,0.5669050069607539
16,1.0,4,12,0.7349917920148709
16,1.0,4,17,0.800015049755077
16,1.0,4,21,0.8785973860665867
16,1.0,7,2,1.2621616325752942
16,1.0,7,7,1.2621616325752942
16,1.0,7,12,1.2621616325752942
16,1.0,7,17,1.268266722844781
16,1.0,7,21,1.300752301421691
16,1.0,10,2,1.6064457108644696
16,1.0,10,7,1.6064457108644696
16,1.0,10,12,1.6064457108644696
16,1.0,10,17,1.6064457108644696
16,1.0,10,21,1.6064457108644696
16,1.0,12,2,1.6860029286724614
16,1.0,12,7,1.6860029286724614
16,1.0,12,12,1.6860029286724614
16,1.0,12,17,1.6860029286724614
16,1.0,12,21,1.6860029286724614
21,0.01,1,2,-0.0
21,0.01,1,7,1.316890352284897
21,0.01,1,12,1.6666278234440637
21,0.01,1,17,1.5688581527065495
21,0.01,1,21,2.520694934426627
21,0.01,4,2,2.2774514729309154
21,0.01,4,7,2.922097610436666
21,0.01,4,12,2.757657853424479
21,0.01,4,17,2.4576144020048467
21,0.01,4,21,2.5973331117395277
21,0.01,7,2,2.6113847837754074
21,0.01,7,7,5.589013428673031
21,0.01,7,12,2.5710304430842057
21,0.01,7,17,2.6842249544352037
21,0.01,7,21,2.6354627113437865
21,0.01,10,2,3.0365364274405184
21,0.01,10,7,3.4329288710729062
21,0.01,10,12,5.225370883380868
21,0.01,10,17,5.225370883380868
21,0.01,10,21,5.589013428673031
21,0.01,12,2,3.158138186973769
21,0.01,12,7,4.858999137596292
21,0.01,12,12,4.495856027131617
21,0.01,12,17,3.611999773894617
21,0.01,12,21,5.589013428673031
21,0.12,1,2,-0.0
21,0.12,1,7,1.3437616117084317
21,0.12,1,12,1.7542361211608146
21,0.12,1,17,2.6974724966494183
21,0.12,1,21,2.5968128317667363
21,0.12,4,2,2.354594867095145
21,0.12,4,7,4.422108709745809
21,0.12,4,12,2.129990065159591
21,0.12,4,17,3.085335648183075
21,0.12,4,21,3.920212437190063
21,0.12,7,2,4.3194710517581
21,0.12,7,7,2.5411376495722098
21,0.12,7,12,2.206048419640845
21,0.12,7,17,3.0710249551248285
21,0.12,7,21,3.307446766118145
21,0.12,10,2,3.197676754664198
21,0.12,10,7,3.1347862451041872
21,0.12,10,12,3.4128974205928047
21,0.12,10,17,5.589013428673031
21,0.12,10,21,5.589013428673031
21,0.12,12,2,3.3379404815565867
21,0.12,12,7,4.301633692250082
21,0.12,12,12,4.529319929769364
21,0.12,12,17,4.4635020166687305
21,0.12,12,21,3.611999773894617
21,0.23,1,2,-0.0
21,0.23,1,7,0.8097303082340903
21,0.23,1,12,1.6510387681883627
21,0.23,1,17,1.4591439941206878
21,0.23,1,21,1.2622416669369525
21,0.23,4,2,1.7484913147306416
21,0.23,4,7,1.2977795277322557
21,0.23,4,12,1.1546376810242378
21,0.23,4,17,1.9063816213667844
21,0.23,4,21,1.7282759411912425
21,0.23,7,2,1.8931995708919092
21,0.23,7,7,1.8403994192328752
21,0.23,7,12,2.4872279951866334
21,0.23,7,17,1.6905303569090326
21,0.23,7,21,1.938576972892892
21,0.23,10,2,1.6840384415810146
21,0.23,10,7,3.155172774710992
21,0.23,10,12,2.165629111797297
21,0.23,10,17,2.750606283736176
21,0.23,10,21,2.6927473283362846
21,0.23,12,2,3.6704254489016095
21,0.23,12,7,1.995122346535684
21,0.23,12,12,3.10967883178988
21,0.23,12,17,3.0365364274405184
21,0.23,12,21,2.5036685793946853
21,0.34,1,2,-0.0
21,0.34,1,7,0.6146740001901165
21,0.34,1,12,0.8468582461601999
21,0.34,1,17,1.1866091231236475
21,0.34,1,21,1.384731031634574
21,0.34,4,2,1.3558091610900014
21,0.34,4,7,0.9761694716590884
21,0.34,4,12,0.8729555240048094
21,0.34,4,17,1.574938004998501
21,0.34,4,21,2.3527397116488125
21,0.34,7,2,1.706957866675063
21,0.34,7,7,1.979153913464676
21,0.34,7,12,1.462557240269775
21,0.34,7,17,1.804255468738683
21,0.34,7,21,1.4786209031328494
21,0.34,10,2,2.6844186555901635
21,0.34,10,7,2.165629111797297
21,0.34,10,12,1.6893666899031718
21,0.34,10,17,1.6577227346092993
21,0.34,10,21,1.9113954747229025
21,0.34,12,2,2.837437269958257
21,0.34,12,7,1.9854582971803576
21,0.34,12,12,1.8102145490823656
21,0.34,12,17,1.8840824340060105
21,0.34,12,21,1.937914938766759
21,0.45,1,2,-0.0
21,0.45,1,7,0.4761836676960733
21,0.45,1,12,0.9168490244148726
21,0.45,1,17,1.0889750241449736
21,0.45,1,21,1.5405919800362524
21,0.45,4,2,0.9808257222361566
21,0.45,4,7,0.6672822413743491
21,0.45,4,12,1.161256662112088
21,0.45,4,17,1.3167148186924111
21,0.45,4,21,1.4812485627985668
21,0.45,7,2,1.3652293020693702
21,0.45,7,7,1.5967490568880065
21,0.45,7,12,1.691536241608952
21,0.45,7,17,1.667757499362328
21,0.45,7,21,1.4142635737931557
21,0.45,10,2,1.7625486548476454
21,0.45,10,7,1.9271213338311144
21,0.45,10,12,1.9271213338311144
21,0.45,10,17,1.632742446204086
21,0.45,10,21,2.601598205423983
21,0.45,12,2,1.6905033078941598
21,0.45,12,7,1.8102145490823656
21,0.45,12,12,2.167146020036067
21,0.45,12,17,2.5036685793946853
21,0.45,12,21,2.3938340827148186
21,0.56,1,2,-0.0
21,0.56,1,7,0.5130313853152234
21,0.56,1,12,0.9300486022450308
21,0.56,1,17,1.1189734980510355
21,0.56,1,21,0.9282191791197444
21,0.56,4,2,0.7166262653066723
21,0.56,4,7,0.6180106783168561
21,0.56,4,12,0.8071419423456928
21,0.56,4,17,0.8436675828053422
21,0.56,4,21,1.4015891663305071
21,0.56,7,2,1.7417353997896976
21,0.56,7,7,1.352832338450635
21,0.56,7,12,1.349747115588764
21,0.56,7,17,1.404129207033903
21,0.56,7,21,1.4500227018515213
21,0.56,10,2,2.1205124084608915
21,0.56,10,7,1.7763397696034902
21,0.56,10,12,1.6064457108644696
21,0.56,10,17,1.5690049324565942
21,0.56,10,21,1.527368996074003
21,0.56,12,2,1.799932157338532
21,0.56,12,7,1.9573312520369504
21,0.56,12,12,1.6860029286724614
21,0.56,12,17,2.258375936858373
21,0.56,12,21,1.96838663658264
21,0.67,1,2,-0.0
21,0.67,1,7,0.5250091039291471
21,0.67,1,12,0.7548244240457632
21,0.67,1,17,0.816755286881133
21,0.67,1,21,0.9282191791197444
21,0.67,4,2,0.8210170108043817
21,0.67,4,7,0.6511066174141472
21,0.67,4,12,0.8093712687442609
21,0.67,4,17,0.9219522769442016
21,0.67,4,21,1.0144779266761803
21,0.67,7,2,1.436991298203377
21,0.67,7,7,1.3292445890702915
21,0.67,7,12,1.3271474392456308
21,0.67,7,17,1.2755654183013712
21,0.67,7,21,1.376510617002001
21,0.67,10,2,1.6064457108644696
21,0.67,10,7,1.6064457108644696
21,0.67,10,12,1.6064457108644696
21,0.67,10,17,1.4851965634016966
21,0.67,10,21,1.6064457108644696
21,0.67,12,2,1.8840824340060105
21,0.67,12,7,1.6860029286724614
21,0.67,12,12,1.7046769508352992
21,0.67,12,17,2.237898971567157
21,0.67,12,21,1.9573312520369504
21,0.78,1,2,-0.0
21,0.78,1,7,0.404452344130189
21,0.78,1,12,0.7640254692178496
21,0.78,1,17,0.7681150077090209
21,0.78,1,21,1.2585475537683644
21,0.78,4,2,0.6046143373416635
21,0.78,4,7,0.6066987226773051
21,0.78,4,12,0.7349917920148709
21,0.78,4,17,0.8398087654716283
21,0.78,4,21,1.0572244987154176
21,0.78,7,2,1.399390972700581
21,0.78,7,7,1.2621616325752942
21,0.78,7,12,1.2694603280318846
21,0.78,7,17,1.3257981191287918
21,0.78,7,21,1.5254938104913145
21,0.78,10,2,1.5203963488381975
21,0.78,10,7,1.6064457108644696
21,0.78,10,12,1.6064457108644696
21,0.78,10,17,1.6064457108644696
21,0.78,10,21,1.6064457108644696
21,0.78,12,2,1.8840824340060105
21,0.78,12,7,1.7764669286101455
21,0.78,12,12,1.6905033078941598
21,0.78,12,17,1.9113954747229025
21,0.78,12,21,1.8840824340060105
21,0.89,1,2,-0.0
21,0.89,1,7,0.2691160353192199
21,0.89,1,12,0.7548244240457632
21,0.89,1,17,0.7673200767004323
21,0.89,1,21,0.8785973860665867
21,0.89,4,2,0.5766451280403283
21,0.89,4,7,0.5542335851191124
21,0.89,4,12,0.7342324564107784
21,0.89,4,17,0.800015049755077
21,0.89,4,21,1.2585475537683644
21,0.89,7,2,1.2694603280318846
21,0.89,7,7,1.2621616325752942
21,0.89,7,12,1.2721190403397196
21,0.89,7,17,1.268266722844781
21,0.89,7,21,1.375063336124272
21,0.89,10,2,1.6064457108644696
21,0.89,10,7,1.6064457108644696
21,0.89,10,12,1.6064457108644696
21,0.89,10,17,1.6064457108644696
21,0.89,10,21,1.6064457108644696
21,0.89,12,2,1.7764669286101455
21,0.89,12,7,1.7764669286101455
21,0.89,12,12,1.6860029286724614
21,0.89,12,17,1.7764669286101455
21,0.89,12,21,1.6860029286724614
21,1.0,1,2,-0.0
21,1.0,1,7,0.3493948076443619
21,1.0,1,12,0.7548244240457632
21,1.0,1,17,0.7673200767004323
21,1.0,1,21,0.8785973860665867
21,1.0,4,2,0.5669050069607539
21,1.0,4,7,0.5669050069607539
21,1.0,4,12,0.7349917920148709
21,1.0,4,17,0.800015049755077
21,1.0,4,21,0.8785973860665867
21,1.0,7,2,1.2621616325752942
21,1.0,7,7,1.2621616325752942
21,1.0,7,12,1.2621616325752942
21,1.0,7,17,1.268266722844781
21,1.0,7,21,1.300752301421691
21,1.0,10,2,1.6064457108644696
21,1.0,10,7,1.6064457108644696
21,1.0,10,12,1.6064457108644696
21,1.0,10,17,1.6064457108644696
21,1.0,10,21,1.6064457108644696
21,1.0,12,2,1.6860029286724614
21,1.0,12,7,1.6860029286724614
21,1.0,12,12,1.6860029286724614
21,1.0,12,17,1.6860029286724614
21,1.0,12,21,1.6860029286724614
